file                                                        ,6c6s_tm_sub,6c6s_tm,5ond_tm_sub,5ond_tm,6c6s_rmsd         ,6c6s_rmsd_res_aligned,6c6s_rmsd_before_align,5ond_rmsd         ,5ond_rmsd_res_aligned,5ond_rmsd_before_align,bfactor            
subfamilies/RFAH_output_73/RFAH_all_qid99_73_37_84_pred.pdb ,0.19852    ,0.26068,0.68025    ,0.29332,9.163448333740234 ,38                   ,11.567169189453125    ,2.9726457595825195,38                   ,3.257581949234009     ,0.4178395046864027 
subfamilies/RFAH_output_67/RFAH_all_qid99_67_84_10_pred.pdb ,0.22192    ,0.23084,0.68007    ,0.32842,9.40442180633545  ,38                   ,11.512032508850098    ,3.4453063011169434,38                   ,5.690675258636475     ,0.426296294287399  
subfamilies/RFAH_output_69/RFAH_all_qid99_69_76_14_pred.pdb ,0.2251     ,0.29076,0.6792     ,0.33746,9.74738597869873  ,38                   ,11.696074485778809    ,3.1381800174713135,38                   ,3.4868414402008057    ,0.4356790116907638 
subfamilies/RFAH_output_57/RFAH_all_qid99_57_139_81_pred.pdb,0.20274    ,0.37925,0.6763     ,0.39336,9.53213119506836  ,38                   ,11.057779312133789    ,1.7216522693634033,38                   ,2.6567270755767822    ,0.5374691350224577 
subfamilies/RFAH_output_57/RFAH_all_qid99_57_139_40_pred.pdb,0.21323    ,0.41812,0.6715     ,0.40645,9.028404235839844 ,38                   ,10.755906105041504    ,1.7158857583999634,38                   ,2.5196549892425537    ,0.5480246913653833 
subfamilies/RFAH_output_69/RFAH_all_qid99_69_76_53_pred.pdb ,0.19839    ,0.24167,0.6709     ,0.3536 ,9.028566360473633 ,38                   ,11.212153434753418    ,1.833390235900879 ,38                   ,2.4644815921783447    ,0.39172839364151896
subfamilies/RFAH_output_74/RFAH_all_qid99_74_32_14_pred.pdb ,0.23808    ,0.22933,0.67002    ,0.27395,8.97065258026123  ,38                   ,11.056680679321289    ,1.8207297325134277,38                   ,2.427457571029663     ,0.39679012328018376
subfamilies/RFAH_output_72/RFAH_all_qid99_72_50_86_pred.pdb ,0.21407    ,0.27256,0.66879    ,0.31971,9.335481643676758 ,38                   ,10.921513557434082    ,1.744890570640564 ,38                   ,2.487297773361206     ,0.3950617271073071 
subfamilies/RFAH_output_59/RFAH_all_qid99_59_126_26_pred.pdb,0.21833    ,0.34795,0.6668     ,0.33024,9.428390502929688 ,38                   ,11.545428276062012    ,2.522930145263672 ,38                   ,3.153820514678955     ,0.49444444311989677
subfamilies/RFAH_output_62/RFAH_all_qid99_62_110_47_pred.pdb,0.20327    ,0.32788,0.66665    ,0.3728 ,9.432906150817871 ,38                   ,10.99716567993164     ,1.6489980220794678,38                   ,4.121354579925537     ,0.43685184989446474
subfamilies/RFAH_output_68/RFAH_all_qid99_68_80_90_pred.pdb ,0.20942    ,0.2539 ,0.6655     ,0.31125,9.619880676269531 ,38                   ,11.300310134887695    ,4.3475236892700195,38                   ,6.042399883270264     ,0.4190740728819812 
subfamilies/RFAH_output_72/RFAH_all_qid99_72_50_77_pred.pdb ,0.22028    ,0.25337,0.66489    ,0.33586,9.47407341003418  ,38                   ,10.319524765014648    ,1.635762333869934 ,38                   ,2.934352159500122     ,0.4156172831117371 
subfamilies/RFAH_output_70/RFAH_all_qid99_70_68_67_pred.pdb ,0.21399    ,0.23631,0.66488    ,0.34168,9.181118965148926 ,38                   ,11.629707336425781    ,2.8436174392700195,38                   ,3.1320323944091797    ,0.3781481475373845 
subfamilies/RFAH_output_58/RFAH_all_qid99_58_135_64_pred.pdb,0.22971    ,0.37416,0.66464    ,0.41494,10.404871940612793,38                   ,11.629021644592285    ,2.8776612281799316,38                   ,4.574573516845703     ,0.45314814739021253
subfamilies/RFAH_output_52/RFAH_all_qid99_52_145_76_pred.pdb,0.21984    ,0.34562,0.66381    ,0.40348,9.902080535888672 ,38                   ,10.155562400817871    ,1.5660353899002075,38                   ,4.940744400024414     ,0.49524691185833497
subfamilies/RFAH_output_72/RFAH_all_qid99_72_50_11_pred.pdb ,0.20436    ,0.27072,0.66346    ,0.38639,9.262920379638672 ,38                   ,11.421284675598145    ,2.460057258605957 ,38                   ,2.7942426204681396    ,0.41358024562582557
subfamilies/RFAH_output_74/RFAH_all_qid99_74_32_24_pred.pdb ,0.24745    ,0.25427,0.66249    ,0.32379,8.928666114807129 ,38                   ,11.261178970336914    ,2.5188095569610596,38                   ,2.959479331970215     ,0.4188271575135949 
subfamilies/RFAH_output_65/RFAH_all_qid99_65_90_6_pred.pdb  ,0.19684    ,0.26973,0.66096    ,0.31837,9.644840240478516 ,38                   ,11.421310424804688    ,3.7958993911743164,38                   ,5.787951946258545     ,0.4601234554508586 
subfamilies/RFAH_output_65/RFAH_all_qid99_65_90_55_pred.pdb ,0.21755    ,0.3417 ,0.65813    ,0.36465,8.983100891113281 ,38                   ,11.479768753051758    ,3.844996452331543 ,38                   ,5.303532123565674     ,0.3874691358686965 
subfamilies/RFAH_output_65/RFAH_all_qid99_65_90_33_pred.pdb ,0.22782    ,0.30204,0.65732    ,0.37573,9.151829719543457 ,38                   ,11.704740524291992    ,3.0291082859039307,38                   ,3.4409775733947754    ,0.40462962951925063
subfamilies/RFAH_output_56/RFAH_all_qid99_56_140_30_pred.pdb,0.20538    ,0.38799,0.65684    ,0.42004,9.431438446044922 ,38                   ,11.504924774169922    ,2.5162198543548584,38                   ,3.0341274738311768    ,0.5114197490023978 
subfamilies/RFAH_output_64/RFAH_all_qid99_64_94_66_pred.pdb ,0.22438    ,0.31372,0.65493    ,0.39008,9.21861743927002  ,38                   ,11.56285572052002     ,2.674980640411377 ,38                   ,3.28574538230896      ,0.4227777763649269 
subfamilies/RFAH_output_71/RFAH_all_qid99_71_59_39_pred.pdb ,0.21992    ,0.28156,0.65474    ,0.37718,9.223976135253906 ,38                   ,11.446945190429688    ,2.8522019386291504,38                   ,3.071098566055298     ,0.40820987669774045
subfamilies/RFAH_output_65/RFAH_all_qid99_65_90_69_pred.pdb ,0.20586    ,0.24619,0.65379    ,0.27144,9.100847244262695 ,38                   ,11.474152565002441    ,3.9560866355895996,38                   ,5.706508159637451     ,0.3930246905412203 
subfamilies/RFAH_output_66/RFAH_all_qid99_66_88_70_pred.pdb ,0.19728    ,0.26555,0.65315    ,0.30942,9.109430313110352 ,38                   ,11.394163131713867    ,3.9169416427612305,38                   ,5.823239326477051     ,0.3834567894170314 
subfamilies/RFAH_output_73/RFAH_all_qid99_73_37_77_pred.pdb ,0.19977    ,0.29193,0.65295    ,0.37479,9.528690338134766 ,38                   ,10.846445083618164    ,1.8053992986679077,38                   ,2.8031485080718994    ,0.3791975310923141 
subfamilies/RFAH_output_74/RFAH_all_qid99_74_32_95_pred.pdb ,0.18893    ,0.23683,0.65129    ,0.33194,9.071939468383789 ,38                   ,11.509703636169434    ,2.7696969509124756,38                   ,3.0437586307525635    ,0.3964197527111312 
subfamilies/RFAH_output_59/RFAH_all_qid99_59_126_63_pred.pdb,0.19372    ,0.39026,0.65129    ,0.43607,8.72752571105957  ,38                   ,10.795511245727539    ,1.898045301437378 ,38                   ,2.6934330463409424    ,0.5482716036063654 
subfamilies/RFAH_output_61/RFAH_all_qid99_61_111_0_pred.pdb ,0.2144     ,0.37676,0.65008    ,0.42177,9.506630897521973 ,38                   ,11.21313190460205     ,1.9981971979141235,38                   ,2.883678913116455     ,0.536296291851703  
subfamilies/RFAH_output_63/RFAH_all_qid99_63_102_84_pred.pdb,0.21811    ,0.26008,0.64817    ,0.30935,9.11916732788086  ,38                   ,11.251810073852539    ,2.1014764308929443,38                   ,2.875173807144165     ,0.43641975117318427
subfamilies/RFAH_output_68/RFAH_all_qid99_68_80_54_pred.pdb ,0.19551    ,0.23816,0.64433    ,0.33372,9.668815612792969 ,38                   ,11.924370765686035    ,4.424837589263916 ,38                   ,5.770170211791992     ,0.3789506170116825 
subfamilies/RFAH_output_62/RFAH_all_qid99_62_110_61_pred.pdb,0.22883    ,0.28321,0.64317    ,0.3995 ,8.940104484558105 ,38                   ,11.34902286529541     ,2.8449342250823975,38                   ,3.6251392364501953    ,0.3816049374915935 
subfamilies/RFAH_output_61/RFAH_all_qid99_61_111_69_pred.pdb,0.22612    ,0.31837,0.64291    ,0.34073,9.289728164672852 ,38                   ,11.140456199645996    ,1.8236148357391357,38                   ,3.354428768157959     ,0.4269753069973286 
subfamilies/RFAH_output_73/RFAH_all_qid99_73_37_57_pred.pdb ,0.23271    ,0.25243,0.64221    ,0.32546,8.779272079467773 ,38                   ,11.20310115814209     ,2.801614284515381 ,38                   ,3.2594103813171387    ,0.35358024765679863
subfamilies/RFAH_output_64/RFAH_all_qid99_64_94_74_pred.pdb ,0.23039    ,0.24712,0.64205    ,0.30197,9.355107307434082 ,38                   ,11.69986629486084     ,3.3557968139648438,38                   ,3.861314058303833     ,0.3837654307300662 
subfamilies/RFAH_output_72/RFAH_all_qid99_72_50_91_pred.pdb ,0.2471     ,0.28101,0.64188    ,0.40595,8.71083927154541  ,38                   ,11.221298217773438    ,2.742690086364746 ,38                   ,3.2785794734954834    ,0.3934567888945709 
subfamilies/RFAH_output_59/RFAH_all_qid99_59_126_97_pred.pdb,0.19897    ,0.44405,0.64175    ,0.42389,9.62175178527832  ,38                   ,10.745708465576172    ,1.7910927534103394,38                   ,2.630795478820801     ,0.4897530871776887 
subfamilies/RFAH_output_65/RFAH_all_qid99_65_90_90_pred.pdb ,0.19615    ,0.26479,0.641      ,0.32065,9.045648574829102 ,38                   ,11.69076156616211     ,5.652580261230469 ,38                   ,5.758028507232666     ,0.4495678983720732 
subfamilies/RFAH_output_71/RFAH_all_qid99_71_59_84_pred.pdb ,0.20616    ,0.25466,0.64091    ,0.35752,8.301390647888184 ,38                   ,10.892465591430664    ,3.076540470123291 ,38                   ,3.773667335510254     ,0.3704320983386334 
subfamilies/RFAH_output_63/RFAH_all_qid99_63_102_90_pred.pdb,0.20616    ,0.24869,0.64086    ,0.29952,9.017671585083008 ,38                   ,11.340287208557129    ,4.054356575012207 ,38                   ,5.846530914306641     ,0.41444444435614125
subfamilies/RFAH_output_72/RFAH_all_qid99_72_50_9_pred.pdb  ,0.22727    ,0.26267,0.64064    ,0.32412,7.953932762145996 ,38                   ,10.231477737426758    ,2.545947790145874 ,38                   ,3.703537940979004     ,0.3843827153797503 
subfamilies/RFAH_output_62/RFAH_all_qid99_62_110_24_pred.pdb,0.21623    ,0.38874,0.64052    ,0.41078,9.063811302185059 ,38                   ,11.007049560546875    ,1.7896448373794556,38                   ,2.8034610748291016    ,0.5064814789795581 
subfamilies/RFAH_output_74/RFAH_all_qid99_74_32_66_pred.pdb ,0.20972    ,0.25719,0.64034    ,0.35168,8.605307579040527 ,38                   ,10.944681167602539    ,3.8176357746124268,38                   ,4.410181522369385     ,0.42679012152883744
subfamilies/RFAH_output_62/RFAH_all_qid99_62_110_99_pred.pdb,0.27873    ,0.28065,0.63849    ,0.36347,9.694095611572266 ,38                   ,11.203286170959473    ,3.6088356971740723,38                   ,5.723586559295654     ,0.4514197510333709 
subfamilies/RFAH_output_63/RFAH_all_qid99_63_102_56_pred.pdb,0.1915     ,0.24395,0.63661    ,0.32029,9.313279151916504 ,38                   ,11.539889335632324    ,3.45452618598938  ,38                   ,4.418980121612549     ,0.44641975065072376
subfamilies/RFAH_output_57/RFAH_all_qid99_57_139_3_pred.pdb ,0.21303    ,0.39353,0.63506    ,0.41467,9.34238338470459  ,38                   ,11.34528636932373     ,3.6112842559814453,38                   ,5.263590335845947     ,0.4704938245776259 
subfamilies/RFAH_output_53/RFAH_all_qid99_53_142_66_pred.pdb,0.22742    ,0.34176,0.63447    ,0.37669,9.156362533569336 ,38                   ,11.381264686584473    ,3.4542109966278076,38                   ,5.613161087036133     ,0.44790123366279366
subfamilies/RFAH_output_61/RFAH_all_qid99_61_111_24_pred.pdb,0.20509    ,0.36804,0.63399    ,0.44715,9.613882064819336 ,38                   ,11.29149055480957     ,3.844607353210449 ,38                   ,5.791690826416016     ,0.45833333094178896
subfamilies/RFAH_output_65/RFAH_all_qid99_65_90_27_pred.pdb ,0.23986    ,0.26345,0.63377    ,0.2778 ,9.097719192504883 ,38                   ,11.581697463989258    ,3.9703660011291504,38                   ,5.31997537612915      ,0.38117283877031305
subfamilies/RFAH_output_68/RFAH_all_qid99_68_80_23_pred.pdb ,0.25238    ,0.28228,0.6332     ,0.41656,8.938908576965332 ,38                   ,11.532748222351074    ,2.7504160404205322,38                   ,3.3093433380126953    ,0.4037654302370401 
subfamilies/RFAH_output_52/RFAH_all_qid99_52_145_94_pred.pdb,0.20541    ,0.36226,0.63195    ,0.39078,9.830917358398438 ,38                   ,10.729493141174316    ,2.5335464477539062,38                   ,3.2615153789520264    ,0.5186419737191847 
subfamilies/RFAH_output_53/RFAH_all_qid99_53_142_14_pred.pdb,0.22855    ,0.24196,0.63065    ,0.29951,9.137643814086914 ,38                   ,11.45615291595459     ,3.095872163772583 ,38                   ,4.075475215911865     ,0.43358024605262424
subfamilies/RFAH_output_69/RFAH_all_qid99_69_76_87_pred.pdb ,0.21436    ,0.26576,0.63059    ,0.35042,8.788985252380371 ,38                   ,11.361958503723145    ,2.621978282928467 ,38                   ,2.976573944091797     ,0.3997530856250245 
subfamilies/RFAH_output_71/RFAH_all_qid99_71_59_63_pred.pdb ,0.21423    ,0.2936 ,0.63051    ,0.27938,8.52802562713623  ,38                   ,11.000123023986816    ,2.6678969860076904,38                   ,3.310736894607544     ,0.39179012308150163
subfamilies/RFAH_output_65/RFAH_all_qid99_65_90_50_pred.pdb ,0.24077    ,0.2286 ,0.62934    ,0.3385 ,9.250138282775879 ,38                   ,11.403374671936035    ,4.929019927978516 ,38                   ,5.977432727813721     ,0.3693209868154408 
subfamilies/RFAH_output_66/RFAH_all_qid99_66_88_51_pred.pdb ,0.24045    ,0.25989,0.62913    ,0.31677,9.299029350280762 ,38                   ,11.113873481750488    ,4.487227439880371 ,38                   ,6.017514228820801     ,0.4067901216539336 
subfamilies/RFAH_output_65/RFAH_all_qid99_65_90_79_pred.pdb ,0.20835    ,0.27667,0.62888    ,0.2998 ,9.479728698730469 ,38                   ,11.6102294921875      ,3.9365341663360596,38                   ,5.6923651695251465    ,0.3790740744199282 
subfamilies/RFAH_output_58/RFAH_all_qid99_58_135_74_pred.pdb,0.21378    ,0.39473,0.62868    ,0.4735 ,9.281413078308105 ,38                   ,11.599563598632812    ,3.2271883487701416,38                   ,4.1886725425720215    ,0.4125925909589838 
subfamilies/RFAH_output_70/RFAH_all_qid99_70_68_40_pred.pdb ,0.23538    ,0.21118,0.6282     ,0.26812,8.463166236877441 ,38                   ,10.870424270629883    ,2.7550208568573   ,38                   ,3.131162643432617     ,0.43870370273972736
subfamilies/RFAH_output_50/RFAH_all_qid99_50_157_24_pred.pdb,0.22115    ,0.33843,0.62796    ,0.45854,9.046919822692871 ,38                   ,11.402242660522461    ,2.99285626411438  ,38                   ,4.325658798217773     ,0.4388271595960782 
subfamilies/RFAH_output_66/RFAH_all_qid99_66_88_92_pred.pdb ,0.18244    ,0.26397,0.6269     ,0.30717,8.291035652160645 ,38                   ,11.110818862915039    ,5.829564571380615 ,38                   ,6.084914207458496     ,0.3851851855899081 
subfamilies/RFAH_output_74/RFAH_all_qid99_74_32_76_pred.pdb ,0.23104    ,0.25634,0.62624    ,0.39407,9.353459358215332 ,38                   ,11.619352340698242    ,2.887920618057251 ,38                   ,3.14371657371521      ,0.42191357910633087
subfamilies/RFAH_output_59/RFAH_all_qid99_59_126_18_pred.pdb,0.20657    ,0.38612,0.62591    ,0.4151 ,9.512112617492676 ,38                   ,10.65994644165039     ,1.7147676944732666,38                   ,3.215280771255493     ,0.578703702599914  
subfamilies/RFAH_output_74/RFAH_all_qid99_74_32_54_pred.pdb ,0.22403    ,0.24708,0.62591    ,0.33302,9.736766815185547 ,38                   ,11.843896865844727    ,2.987269878387451 ,38                   ,3.68483567237854      ,0.38203703750062873
subfamilies/RFAH_output_70/RFAH_all_qid99_70_68_82_pred.pdb ,0.21187    ,0.30467,0.62579    ,0.42192,8.34029483795166  ,38                   ,11.05656623840332     ,3.2432308197021484,38                   ,3.4433817863464355    ,0.3785185192102267 
subfamilies/RFAH_output_52/RFAH_all_qid99_52_145_61_pred.pdb,0.21187    ,0.30892,0.62575    ,0.42072,9.974092483520508 ,38                   ,11.373580932617188    ,3.1602134704589844,38                   ,4.722116947174072     ,0.5123456760689065 
subfamilies/RFAH_output_69/RFAH_all_qid99_69_76_39_pred.pdb ,0.24885    ,0.25011,0.6256     ,0.28637,8.918113708496094 ,38                   ,11.3341064453125      ,3.640598773956299 ,38                   ,4.336866855621338     ,0.3777777780721217 
subfamilies/RFAH_output_57/RFAH_all_qid99_57_139_80_pred.pdb,0.20864    ,0.38824,0.62442    ,0.40792,9.947590827941895 ,38                   ,11.241217613220215    ,3.4127397537231445,38                   ,4.933823585510254     ,0.5063580241468217 
subfamilies/RFAH_output_63/RFAH_all_qid99_63_102_4_pred.pdb ,0.23712    ,0.24736,0.62431    ,0.31925,9.501188278198242 ,38                   ,11.769434928894043    ,3.8137831687927246,38                   ,4.540919780731201     ,0.4298765422017486 
subfamilies/RFAH_output_57/RFAH_all_qid99_57_139_94_pred.pdb,0.20856    ,0.28573,0.62427    ,0.37138,9.318794250488281 ,38                   ,11.208887100219727    ,3.140331983566284 ,38                   ,4.278790473937988     ,0.3956790119409561 
subfamilies/RFAH_output_71/RFAH_all_qid99_71_59_93_pred.pdb ,0.25074    ,0.2335 ,0.62409    ,0.26623,8.783417701721191 ,38                   ,11.021711349487305    ,4.088111877441406 ,38                   ,4.829420566558838     ,0.3671604933930032 
subfamilies/RFAH_output_71/RFAH_all_qid99_71_59_29_pred.pdb ,0.21518    ,0.24529,0.62403    ,0.35549,8.768733978271484 ,38                   ,11.120784759521484    ,2.5960006713867188,38                   ,2.935027599334717     ,0.3979629618518146 
subfamilies/RFAH_output_73/RFAH_all_qid99_73_37_8_pred.pdb  ,0.25029    ,0.22173,0.62389    ,0.32901,9.45610237121582  ,38                   ,11.385957717895508    ,3.541269063949585 ,38                   ,4.352802276611328     ,0.38469135724467995
subfamilies/RFAH_output_74/RFAH_all_qid99_74_32_41_pred.pdb ,0.22204    ,0.25149,0.62341    ,0.35952,9.068010330200195 ,38                   ,11.520277976989746    ,3.2617838382720947,38                   ,3.482645034790039     ,0.3985185187172007 
subfamilies/RFAH_output_68/RFAH_all_qid99_68_80_11_pred.pdb ,0.23995    ,0.30445,0.62338    ,0.40263,9.038829803466797 ,38                   ,11.368125915527344    ,2.356520652770996 ,38                   ,2.7575511932373047    ,0.4270370372651536 
subfamilies/RFAH_output_74/RFAH_all_qid99_74_32_43_pred.pdb ,0.20826    ,0.22038,0.62335    ,0.35297,9.272153854370117 ,38                   ,11.464139938354492    ,2.7215616703033447,38                   ,3.2235326766967773    ,0.3617901228092335 
subfamilies/RFAH_output_66/RFAH_all_qid99_66_88_3_pred.pdb  ,0.22792    ,0.2464 ,0.62332    ,0.31551,8.591075897216797 ,38                   ,10.873173713684082    ,2.7164337635040283,38                   ,4.13713264465332      ,0.4468518508437239 
subfamilies/RFAH_output_64/RFAH_all_qid99_64_94_68_pred.pdb ,0.21557    ,0.2832 ,0.62224    ,0.33134,8.528377532958984 ,38                   ,10.586006164550781    ,6.121489524841309 ,38                   ,6.458493232727051     ,0.41740740688494693
subfamilies/RFAH_output_62/RFAH_all_qid99_62_110_41_pred.pdb,0.21471    ,0.24649,0.62198    ,0.32339,9.462874412536621 ,38                   ,11.195501327514648    ,3.50170636177063  ,38                   ,4.438806056976318     ,0.43376542940551854
subfamilies/RFAH_output_70/RFAH_all_qid99_70_68_24_pred.pdb ,0.23597    ,0.21207,0.62191    ,0.29533,9.121026992797852 ,38                   ,11.697808265686035    ,4.366133213043213 ,38                   ,5.420999526977539     ,0.37092592539610686
subfamilies/RFAH_output_57/RFAH_all_qid99_57_139_58_pred.pdb,0.21191    ,0.39089,0.62111    ,0.39631,8.628692626953125 ,38                   ,10.734481811523438    ,2.022993326187134 ,38                   ,2.893387794494629     ,0.5897530874720326 
subfamilies/RFAH_output_67/RFAH_all_qid99_67_84_15_pred.pdb ,0.23502    ,0.25173,0.61991    ,0.27927,8.582929611206055 ,38                   ,11.025914192199707    ,5.250646114349365 ,38                   ,5.530780792236328     ,0.3703086420341774 
subfamilies/RFAH_output_57/RFAH_all_qid99_57_139_89_pred.pdb,0.19724    ,0.4167 ,0.61976    ,0.4311 ,8.92426586151123  ,38                   ,10.93481159210205     ,1.8799502849578857,38                   ,2.6124916076660156    ,0.5027160478962792 
subfamilies/RFAH_output_52/RFAH_all_qid99_52_145_60_pred.pdb,0.19925    ,0.27067,0.61951    ,0.32403,9.191620826721191 ,38                   ,11.529561996459961    ,3.4734058380126953,38                   ,4.480169773101807     ,0.4160493810971578 
subfamilies/RFAH_output_69/RFAH_all_qid99_69_76_81_pred.pdb ,0.20732    ,0.26335,0.61951    ,0.37898,8.933143615722656 ,38                   ,11.312453269958496    ,2.264639377593994 ,38                   ,2.856959342956543     ,0.4072839498151968 
subfamilies/RFAH_output_62/RFAH_all_qid99_62_110_7_pred.pdb ,0.20711    ,0.40121,0.61922    ,0.41836,9.525345802307129 ,38                   ,10.53331470489502     ,2.0439836978912354,38                   ,3.432957887649536     ,0.48956789904170567
subfamilies/RFAH_output_65/RFAH_all_qid99_65_90_40_pred.pdb ,0.19926    ,0.25758,0.61892    ,0.34463,8.823180198669434 ,38                   ,11.008790969848633    ,5.595394611358643 ,38                   ,6.256181240081787     ,0.42518518423592605
subfamilies/RFAH_output_57/RFAH_all_qid99_57_139_99_pred.pdb,0.21444    ,0.38995,0.61831    ,0.41498,9.554186820983887 ,38                   ,10.531746864318848    ,2.009882688522339 ,38                   ,3.1524112224578857    ,0.510925923232679  
subfamilies/RFAH_output_73/RFAH_all_qid99_73_37_15_pred.pdb ,0.21782    ,0.26089,0.61758    ,0.34677,9.299842834472656 ,38                   ,11.646245002746582    ,3.1493124961853027,38                   ,3.3562591075897217    ,0.47419752806057164
subfamilies/RFAH_output_66/RFAH_all_qid99_66_88_19_pred.pdb ,0.19494    ,0.27846,0.61707    ,0.34059,9.329313278198242 ,38                   ,11.097564697265625    ,4.033257961273193 ,38                   ,5.908076286315918     ,0.44851851647282825
subfamilies/RFAH_output_67/RFAH_all_qid99_67_84_64_pred.pdb ,0.22697    ,0.27148,0.61707    ,0.36382,8.863436698913574 ,38                   ,11.347332000732422    ,3.135526657104492 ,38                   ,3.4188220500946045    ,0.48765431969989964
subfamilies/RFAH_output_57/RFAH_all_qid99_57_139_55_pred.pdb,0.22046    ,0.4081 ,0.61704    ,0.42216,8.67556381225586  ,38                   ,10.571332931518555    ,2.1903092861175537,38                   ,3.144789457321167     ,0.5631481440346918 
subfamilies/RFAH_output_59/RFAH_all_qid99_59_126_66_pred.pdb,0.24131    ,0.38805,0.61648    ,0.42349,9.295027732849121 ,38                   ,11.114666938781738    ,1.9350301027297974,38                   ,2.6891438961029053    ,0.528148145771321  
subfamilies/RFAH_output_63/RFAH_all_qid99_63_102_65_pred.pdb,0.22559    ,0.37445,0.61584    ,0.41224,9.035249710083008 ,38                   ,11.037869453430176    ,1.9764416217803955,38                   ,3.0740468502044678    ,0.5271604936799885 
subfamilies/RFAH_output_49/RFAH_all_qid99_49_168_85_pred.pdb,0.21673    ,0.33927,0.6157     ,0.4176 ,10.30368709564209 ,38                   ,10.703977584838867    ,3.074059009552002 ,38                   ,5.671718597412109     ,0.4478395038548811 
subfamilies/RFAH_output_64/RFAH_all_qid99_64_94_88_pred.pdb ,0.26465    ,0.22975,0.61559    ,0.27884,8.777484893798828 ,38                   ,11.296710014343262    ,3.9564497470855713,38                   ,5.894987106323242     ,0.39524691303571063
subfamilies/RFAH_output_68/RFAH_all_qid99_68_80_81_pred.pdb ,0.22887    ,0.28639,0.61555    ,0.3949 ,8.781476974487305 ,38                   ,11.430060386657715    ,2.9525723457336426,38                   ,3.305947780609131     ,0.4092592578611256 
subfamilies/RFAH_output_62/RFAH_all_qid99_62_110_12_pred.pdb,0.18561    ,0.32438,0.61526    ,0.34582,10.150778770446777,38                   ,10.204051971435547    ,1.771783709526062 ,38                   ,4.899463653564453     ,0.45771604702796465
subfamilies/RFAH_output_71/RFAH_all_qid99_71_59_76_pred.pdb ,0.21763    ,0.28613,0.61508    ,0.34613,8.931796073913574 ,38                   ,11.57435417175293     ,3.0395240783691406,38                   ,3.2878427505493164    ,0.40703703665438995
subfamilies/RFAH_output_66/RFAH_all_qid99_66_88_85_pred.pdb ,0.20546    ,0.29657,0.61489    ,0.38296,8.935327529907227 ,38                   ,11.138705253601074    ,6.148076057434082 ,38                   ,6.473536968231201     ,0.3925925925557996 
subfamilies/RFAH_output_67/RFAH_all_qid99_67_84_8_pred.pdb  ,0.19651    ,0.30625,0.61479    ,0.37765,8.786371231079102 ,38                   ,11.333677291870117    ,6.102687358856201 ,38                   ,6.56871223449707      ,0.3856790126473815 
